the_geom,OBJECTID_1,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp
POINT (-73.94231140616023 40.667307692256614),476,3,Brooklyn,309,35,43,20,9,4102,General,8/7/2018,349 Kingston Avenue,349 Kingston Avenue,Kingston Avenue,President Street & Carroll Street,Brooklyn,309,Not Applicable,Not Applicable,40.6673,-73.9423,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92016060018456 40.611157540185836),135,3,Brooklyn,318,46,59,19,8,3134,AAR,9/9/2015,5100 Kings Plaza,5100 Kings Plaza,Avenue U,East 54th Street & East 55th Street,Brooklyn,318,Not Applicable,Not Applicable,40.6112,-73.9202,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKED 1.0
POINT (-73.93688662769024 40.8470705591019),1736,1,Manhattan,112,10,72,31,13,3643,Senior Safety,8/1/2017,618 W. 177th Street,618 W. 177th Street,Wadsworth Avenue,Wadsworth Avenue & St. Nicholas Avenue,Manhattan,112,Not Applicable,Not Applicable,40.8471,-73.9369,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93007063034531 40.64997290051174),336,3,Brooklyn,317,45,58,21,9,3707,Senior Safety,6/20/2017,941 Utica Avenue,941 Utica Avenue,Utica Avenue,Snyder Avenue & Tilden Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.65,-73.9301,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.9793179584825 40.605421783465424),117,3,Brooklyn,311,44,47,17,10,2993,General,1/5/2015,1714 W. 6th Street,1714 W. 6th Street,W. 6th Street,Quentin Road & Kings Highway,Brooklyn,311,Not Applicable,Not Applicable,40.6054,-73.9793,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.96246384164264 40.68269083287528),1966,3,Brooklyn,302,35,57,25,8,1534,Plaza,4/1/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6827,-73.9625,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.75675241711964 40.74969133420879),1154,4,Queens,411,23,25,16,6,4162,General,3/14/2019,221-15 Horace Harding Expressway,221-15 Horace Harding Expressway,Horace Harding Expressway,Springfield Boulevard & 223rd Place,Queens,411,Not Applicable,Not Applicable,40.7497,-73.7568,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.97386021029341 40.77929746100366),1361,1,Manhattan,107,6,67,29,10,3030,Municipal Facilities,12/15/2014,170 Central Park West,170 Central Park West,Central Park West,W. 77th Street & W. 76th Street,Manhattan,107,M10,Not Applicable,40.7793,-73.9739,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94156221593754 40.6003925856393),2121,3,Brooklyn,315,46,41,19,9,3919,Senior Safety,1/24/2018,2944 Gravesend Neck Road,2944 Gravesend Neck Road,Gravesend Neck Road,Nostrand Avennue & Avenue U,Brooklyn,315,Not Applicable,Not Applicable,40.6004,-73.9416,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 2.0
POINT (-73.91510958279852 40.6690177488519),509,3,Brooklyn,316,41,55,20,9,1712,BID,2/22/2013,1580 Pitkin Avenue,1580 Pitkin Avenue,Pitkin Avenue,Herzl Street & Amboy Street,Brooklyn,316,B14,Pitkin Avenue,40.669,-73.9151,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.95570548560022 40.68067963545966),1918,3,Brooklyn,303,36,57,25,8,1106,General,9/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6807,-73.9557,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.8790935936381 40.679522745339774),597,3,Brooklyn,305,37,54,18,8,2903,Municipal Facilities,1/2/2015,3144 Atlantic Avenue,3144 Atlantic Avenue,Atlantic Avenue,Montauk Avenue & Milford Street,Brooklyn,305,Q24,Not Applicable,40.6795,-73.8791,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.86165050462209 40.69441003229091),740,4,Queens,409,32,38,15,7,3319,Municipal Facilities,7/12/2016,85-41 Forest Parkway,85-41 Forest Parkway,Forest Parkway,85th Drive & 85th Road,Queens,409,Not Applicable,Not Applicable,40.6944,-73.8617,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.8442083576706 40.842263036386306),1700,2,Bronx,210,13,82,34,14,4126,General,4/4/2019,1400 Williamsbridge Road,1400 Williamsbridge Road,Williamsbridge Road,East Tremont Avenue & Williamsbridge Road,Bronx,210,Not Applicable,Westchester Square,40.8423,-73.8442,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 2.0
POINT (-73.91793122575534 40.743321232819916),1074,4,Queens,402,26,37,12,14,2516,BID,7/25/2014,46-21 Queens Boulevard,46-21 Queens Boulevard,Queens Boulevard,46th Street & 47th Street,Queens,402,Not Applicable,Sunnyside Shines,40.7433,-73.9179,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9744323855474 40.58012349484068),1926,3,Brooklyn,313,47,46,23,8,1166,Senior Center,10/25/2012,595 Neptune Avenue,595 Neptune Avenue,Plaza,West 5th and 6th Streets,Brooklyn,313,Not Applicable,Not Applicable,40.5801,-73.9744,AE,,1,BACKED 1.0
POINT (-73.94273678736896 40.66445520588166),1978,3,Brooklyn,309,35,43,20,9,1561,General,5/30/2013,416 Kingston Avenue,416 Kingston Avenue,Kingston Avenue,Empire Blvd & Montgomery Street,Brooklyn,309,Not Applicable,Not Applicable,40.6645,-73.9427,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97087043618518 40.791688668795715),1424,1,Manhattan,107,6,69,30,10,1972,General,7/23/2013,154 West 93rd Street,154 West 93rd Street,West 93rd Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.7917,-73.9709,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94219302372879 40.668604576460666),494,3,Brooklyn,309,35,43,20,9,880,General,7/27/2012,311 Kingston Avenue,311 Kingston Avenue,Kingston Avenue,Eastern Parkway North and South,Brooklyn,309,Not Applicable,Not Applicable,40.6686,-73.9422,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92097558238271 40.64686875329912),319,3,Brooklyn,317,45,58,21,9,2965,Municipal Facilities,1/12/2015,5909 Beverly Road,1101 Ralph Avenue,Ralph Avenue,Ralph Avenue and E. 59th Street,Brooklyn,317,B47,Not Applicable,40.6469,-73.921,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.88212600064085 40.75600204368633),2010,4,Queens,403,25,34,13,14,1999,General,9/30/2013,85-09 Northern Boulevard,85-09 Northern Boulevard,Northern Boulevard,85th & 86th Street,Queens,403,Not Applicable,Not Applicable,40.756,-73.8821,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.90490780120932 40.87262380077417),1836,2,Bronx,207,14,86,33,13,2702,Municipal Facilities,7/30/2014,260 West Kingsbridge Road,260 West Kingsbridge Road,West Kingsbridge Road,Heath Avenue & Bailey Avenue,Bronx,207,BX09,Not Applicable,40.8726,-73.9049,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.88768732405862 40.63528728498211),258,3,Brooklyn,318,46,59,19,8,4013,Bus Route,1/18/2018,9915 Seaview Avenue,9915 Seaview Avenue,Seaview Avenue,East 100th Street & East 99th Street,Brooklyn,318,B17,Not Applicable,40.6353,-73.8877,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKLESS 2.0
POINT (-73.97559638995695 40.686995891531026),1913,3,Brooklyn,302,35,57,25,8,1062,Plaza,5/16/2018,650 Fulton Street,650 Fulton Street,Plaza,Fulton Street and Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.687,-73.9756,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.91130204126316 40.66953848127071),514,3,Brooklyn,316,41,55,20,9,1762,BID,2/21/2013,1680 Pitkin Avenue,1680 Pitkin Avenue,Pitkin Avenue,Chester Street & Rockaway Avenue,Brooklyn,316,Not Applicable,Pitkin Avenue,40.6695,-73.9113,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92016272842777 40.743574846962424),1082,4,Queens,402,26,37,12,14,1083,BID,9/11/2012,44-07 Queens Blvd,44-07 Queens Blvd,Queens Blvd,Locust and 45th Streets,Queens,402,Not Applicable,Sunnyside Shines,40.7436,-73.9202,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.882882115296 40.84454252753051),1711,2,Bronx,206,17,87,32,15,2565,Municipal Facilities,7/1/2014,2085 Honeywell Avenue,2085 Honeywell Avenue,Honeywell Avenue,179th Street and 180th Street,Bronx,206,Not Applicable,Not Applicable,40.8445,-73.8829,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93870066017719 40.821844353650846),2023,1,Manhattan,110,9,71,30,13,2263,Community Health Centers,12/6/2013,2505 Adam Clayton Powell Jr. Boulevard,2505 Adam Clayton Powell Jr. Boulevard,Adam Clayton Powell Junior Boulevard,W145th Street & W146th Street,Manhattan,110,M02,Not Applicable,40.8218,-73.9387,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.88053018833808 40.76757346279644),1290,4,Queens,403,22,35,13,14,2297,General,12/12/2013,89-00 23rd Avenue,89-00 23rd Avenue,23rd Avenue,89th Street & 90th Street,Queens,403,Q48,Not Applicable,40.7676,-73.8805,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.9727290946937 40.59034262664881),2093,3,Brooklyn,315,47,45,22,11,3275,Municipal Facilities,5/21/2016,273 Avenue X,273 Avenue X,Avenue X,West 2nd Street & West 3rd Street,Brooklyn,315,Not Applicable,Not Applicable,40.5903,-73.9727,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.95075197436346 40.7436850717577),1087,4,Queens,402,26,37,12,12,1577,General,12/12/2012,12-01 Jackson Avenue,12-01 Jackson Avenue,Jackson Avenue,48th Avenue & 47th Road,Queens,402,Not Applicable,Not Applicable,40.7437,-73.9508,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.84484172027244 40.78579623461804),1397,4,Queens,407,19,27,11,14,1434,General,4/19/2013,13-28 123rd Street,13-28 123rd Street,123rd Street,13th & 14th Avenue,Queens,407,Not Applicable,Not Applicable,40.7858,-73.8448,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94341305443417 40.711579282821155),869,3,Brooklyn,301,34,53,18,7,3608,BID,1/28/2017,726 Grand Street,726 Grand Street,Grand Street,Graham Avenue & Humboldt Street,Brooklyn,301,Not Applicable,Grand Street,40.7116,-73.9434,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.97683331296169 40.68191607644452),620,3,Brooklyn,306,39,52,25,9,1005,General,1/17/2013,36 Fifth Avenue,36 Fifth Avenue,5th Avenue,Bergen and Dean Street,Brooklyn,306,B63,Fifth Avenue,40.6819,-73.9768,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.99719127683747 40.5751813281758),19,3,Brooklyn,313,47,46,23,8,3459,Bus Route,12/16/2016,3026 Mermaid Avenue,3026 Mermaid Avenue,Mermaid Avenue,W 30th Street & W 31st Street,Brooklyn,313,B74,Not Applicable,40.5752,-73.9972,AE,,1,BACKLESS 1.0
POINT (-73.9481916736481 40.59965643472314),83,3,Brooklyn,315,48,41,19,9,3923,Bus Route,2/7/2018,2306 Avenue U,2306 Avenue U,Avenue U,E 23rd Avenue & E 24th Avenue,Brooklyn,315,B3,Not Applicable,40.5997,-73.9482,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 2.0
POINT (-73.8043836366314 40.674512436596714),552,4,Queens,410,28,31,10,5,3244,Municipal Facilities,5/18/2016,134-02 Rockaway Boulevard,134-02 Rockaway Boulevard,Rockaway Boulevard,134th Street & 135th Street,Queens,410,Not Applicable,Not Applicable,40.6745,-73.8044,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.85301910399174 40.84132270477115),1699,2,Bronx,210,18,87,32,14,2900,Municipal Facilities,12/18/2014,1754 Castle Hill Avenue,1754 Castle Hill Avenue,Castle Hill Avenue,East Tremont Avenue & Metropolitan Avenue,Bronx,210,BX4A,Not Applicable,40.8413,-73.853,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.90722854488314 40.816966779231095),1552,2,Bronx,201,17,79,32,15,3122,General,8/6/2015,671 Westchester Avenue,671 Westchester Avenue,Westchester Avenue,Cauldwell Avenue & Forest Avenue,Bronx,201,Not Applicable,Not Applicable,40.817,-73.9072,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95275403285491 40.65422892038025),374,3,Brooklyn,317,40,43,20,9,2449,Health Care Facilities,4/30/2014,703 Rogers Avenue,703 Rogers Avenue,Rogers Avenue,Lenox Road and Clarkson Avenue,Brooklyn,317,B49,Not Applicable,40.6542,-73.9528,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.9557485633816 40.77452772983168),1323,1,Manhattan,108,5,76,28,12,3688,Senior Safety,8/3/2017,245 E. 80th Street,245 E. 80th Street,E. 80th Street,2nd Avenue & 3rd Avenue,Manhattan,108,Not Applicable,Not Applicable,40.7745,-73.9557,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00562766520878 40.64605964866008),315,3,Brooklyn,307,38,51,17,7,3780,Senior Safety,1/3/2018,4523 6th Avenue,4523 6th Avenue,6th Avenue,46th Street & 45th Street,Brooklyn,307,Not Applicable,Not Applicable,40.6461,-74.0056,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00773824976478 40.72419008004224),2054,1,Manhattan,102,3,66,27,10,2688,BID,12/12/2014,225 Hudson Street,225 Hudson Street,Hudson Street,Canal Street & Broome Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.7242,-74.0077,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,BACKED 1.0
POINT (-73.96548299693258 40.805534204262095),1998,1,Manhattan,109,7,69,30,10,1873,General,7/22/2013,2882 Broadway,2882 Broadway,Broadway,West 112th & West 113th Street,Manhattan,109,Not Applicable,Not Applicable,40.8055,-73.9655,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92823863778192 40.63267586699709),239,3,Brooklyn,318,46,41,21,8,3539,Bus Route,7/26/2016,1633 Utica Avenue,1633 Utica Avenue,Utica Avenue,Avenue H & Avenue I,Brooklyn,318,Not Applicable,Not Applicable,40.6327,-73.9282,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.90575592971113 40.71282368985254),874,4,Queens,405,30,37,15,6,1503,General,6/12/2013,5802 Metropolitan Avenue,5802 Metropolitan Avenue,Metropolitan Avenue,Forest Avenue & 60th Street,Queens,405,Q54,Not Applicable,40.7128,-73.9058,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.97971350134435 40.573479093872),2128,3,Brooklyn,313,47,46,23,8,2174,Plaza,7/26/2013,3098 West 12th Street,3098 West 12th Street,West 12th Street,Boardwalk and Bowery Street,Brooklyn,313,Not Applicable,Not Applicable,40.5735,-73.9797,AE,,1,BACKED 1.0
POINT (-73.97750755680282 40.77914472924814),1360,1,Manhattan,107,6,67,29,10,1819,BID,3/18/2013,313 Columbus Avenue,313 Columbus Avenue,Columbus Avenue,W74 & W75th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.7791,-73.9775,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94944224621344 40.648669407403524),328,3,Brooklyn,317,40,42,21,9,3535,General,11/3/2016,1532 Nostrand Avenue,1532 Nostrand Avenue,Nostrand,Snyder Avenue & Albemare Road,Brooklyn,317,B44,Not Applicable,40.6487,-73.9494,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.96016463167147 40.710942556481164),861,3,Brooklyn,301,34,53,18,7,2401,Senior Center,3/6/2014,201 S 4th Street,201 S 4th Street,S 4th Street,Roebling Street & S 5th Street,Brooklyn,307,Not Applicable,Not Applicable,40.7109,-73.9602,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97700776430692 40.68741851494341),2017,3,Brooklyn,302,35,57,25,8,2234,BID,10/18/2013,711 Fulton Street,711 Fulton Street,Fulton Street,St. Felix Street & Fort Green Place,Brooklyn,302,B25,Fulton Area Business (FAB) Alliance,40.6874,-73.977,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94103014497834 40.81837730554713),1569,1,Manhattan,110,9,70,30,13,1220,General,10/12/2012,2401 Adam Clayton Powell Jr. Blvd,,West 140th Street,West 140th and 141st Streets,Manhattan,110,Not Applicable,Not Applicable,40.8184,-73.941,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.92695822461306 40.82583526449864),2098,2,Bronx,204,8,84,29,15,3429,Bus Route,2/4/2017,810 River Avenue,810 River Avenue,River Avenue,E 153rd Street & E 157th Street,Bronx,204,BX13,Not Applicable,40.8258,-73.927,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.8962053195979 40.82109258244876),1585,2,Bronx,202,17,85,32,15,4123,Bus Route,7/12/2018,938 East 163rd Street,938 East 163rd Street,East 163rd Street,Intervale Avenue & Kelly Street,Bronx,202,BX6,Not Applicable,40.8211,-73.8962,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 2.0
POINT (-73.90792358814238 40.63407675540476),254,3,Brooklyn,318,46,59,19,8,2785,Municipal Facilities,1/2/2015,1070 E. 83rd Street,1070 E. 83rd Street,E. 83rd Street,Avenue J and Avenue K,Brooklyn,318,Not Applicable,Not Applicable,40.6341,-73.9079,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.94824593271133 40.802362331251466),1488,1,Manhattan,110,9,70,30,13,2795,Municipal Facilities,12/8/2014,41 West 117th Street,41 West 117th Street,West 117th Street,5th Avenue & Lenox Avenue,Manhattan,110,Not Applicable,Not Applicable,40.8024,-73.9482,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.90598952588337 40.81268637094334),1527,2,Bronx,201,8,84,29,15,2697,Municipal Facilities,11/5/2014,811 East 149th Street,811 East 149th Street,East 149th Street,Tinton Avenue & Union Avenue,Bronx,201,Not Applicable,Not Applicable,40.8127,-73.906,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-74.03461578129343 40.63665199422237),2156,3,Brooklyn,310,43,64,22,11,4199,General,6/6/2019,34 Mackay Place,7050 Narrows Avenue,Narrows Avenue,Mackay Place & 71st Street,Brooklyn,310,B64,Not Applicable,40.6367,-74.0346,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 2.0
POINT (-73.92138078260471 40.69831131112184),760,3,Brooklyn,304,37,53,18,7,1987,General,6/27/2013,245 Wilson Avenue,245 Wilson Avenue,Wilson Avenue,Himrod Street & Harman Street,Brooklyn,304,B60,Not Applicable,40.6983,-73.9214,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88998464456682 40.7493347400212),1146,4,Queens,403,25,39,13,14,1219,General,12/12/2012,75-23 37th Avenue,35-88 76th Street,76th Street,37th and 35th Avenues,Queens,403,Not Applicable,Not Applicable,40.7493,-73.89,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96613163074176 40.649841438770906),335,3,Brooklyn,314,40,42,21,9,2636,Municipal Facilities,7/24/2014,18 Marlborough Road,18 Marlborough Road,Marlborough Road,Caton Avenue & Church Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6498,-73.9661,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89123752777306 40.748952225743075),1142,4,Queens,403,25,34,13,14,3542,General,12/10/2016,74-16 37th Avenue,74-16 37th Avenue,37th Avenue,74th Street & 75th Street,Queens,403,Not Applicable,Not Applicable,40.749,-73.8912,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.77011886941384 40.76022932782215),1229,4,Queens,411,19,25,11,6,3351,Municipal Facilities,7/7/2016,213-03 Northern Boulevard,213-03 Northern Boulevard,Northern Boulevard,Bell Boulevard & 213th Street,Queens,411,Not Applicable,Not Applicable,40.7602,-73.7701,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.83755350623707 40.58015556264613),34,4,Queens,414,32,23,15,5,1949,BID,12/2/2014,211 Beach 116th Street,211 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,414,Not Applicable,Beach 116th Street Partnership,40.5802,-73.8376,X,AREA OF MINIMAL FLOOD HAZARD,1,BACKED 1.0
POINT (-73.8895226084432 40.81899041357568),1572,2,Bronx,202,17,85,32,15,1781,General,11/14/2013,1012 Garrison Avenue & 891 Hunts Point Avenue,891 Hunts Point Avenue,Hunts Point Avenue,Garrison Avenue and Seneca Avenue,Bronx,202,Not Applicable,Not Applicable,40.819,-73.8895,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9764403017568 40.61539362037722),154,3,Brooklyn,312,44,48,17,10,2594,Municipal Facilities,7/3/2014,6006 23rd Avenue,2298 60th Street,60th Street,23rd Avenue & Bay Parkway,Brooklyn,312,B9,Not Applicable,40.6154,-73.9764,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.97731963308401 40.67215432657478),535,3,Brooklyn,306,39,52,20,9,4066,General,11/2/2018,160 7th Avenue,160 7th Avenue,7th Avenue,Garfield Place & First Street,Brooklyn,306,B67,Not Applicable,40.6722,-73.9773,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-74.16248549323512 40.610213850098354),136,5,Staten Island,502,50,63,24,11,2683,Municipal Facilities,8/11/2014,55 Merrill Avenue,55 Merrill Avenue,Merrill Avenue,Richmond Avenue & Hillman Avenue,Staten Island,502,Not Applicable,Not Applicable,40.6102,-74.1625,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96563184698797 40.67821464000072),587,3,Brooklyn,308,35,57,25,9,1665,General,1/9/2013,80 Underhill Avenue,80 Underhill Avenue,Underhill Avenue,Bergen Street & St. Marks Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.6782,-73.9656,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93514411683557 40.62084545012766),194,3,Brooklyn,318,45,41,19,9,2582,Municipal Facilities,7/3/2014,1501 Hendrickson Street,2000 Flatbush Avenue,Flatbush Avenue,Flatlands Avenue & Avenue M,Brooklyn,318,B41,Not Applicable,40.6208,-73.9351,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.96776113716557 40.79306904010443),1429,1,Manhattan,107,7,69,30,10,3986,General,1/9/2018,103 W 96th Street,103 W 96th Street,W 96th Street,Columbus Avenue & Amsterdam Avenue,Manhattan,107,M96,Columbus/Amsterdam,40.7931,-73.9678,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.92683656962967 40.8326977170596),1663,2,Bronx,204,8,77,29,15,2659,Municipal Facilities,8/7/2014,1020 Anderson Avenue,1020 Anderson Avenue,Anderson Avenue,W. 164th Street and W. 165th Street,Bronx,204,Not Applicable,Not Applicable,40.8327,-73.9268,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9125578911631 40.61614985895514),163,3,Brooklyn,318,46,59,19,8,3271,Municipal Facilities,5/23/2016,6302 Avenue U,6302 Avenue U,Avenue U,E 63rd Street & E 64th Street,Brooklyn,318,Not Applicable,Not Applicable,40.6161,-73.9126,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKED 1.0
POINT (-73.98647041007366 40.704304841525406),810,3,Brooklyn,302,33,52,26,7,3162,BID,9/9/2015,25 Jay Street,25 Jay Street,Jay Street,John Street & Plymouth Street,Brooklyn,302,Not Applicable,DUMBO Improvement District,40.7043,-73.9865,AE,,2,BACKED 1.0
